Sex,Age,Height,Team,NOC,Games,Game Type,Year,Date,Season,City,Sport,Event,Medal,Did Medal
M,25,190,France,FRA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Silver,1
F,23,185,Australia,AUS,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Basketball,Basketball Women's Basketball,Silver,1
F,22,179,Australia,AUS,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Softball,Softball Women's Softball,Silver,1
F,26,179,Australia,AUS,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Softball,Softball Women's Softball,Bronze,1
M,22,190,Italy,ITA,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Rowing,Rowing Men's Coxless Fours,Bronze,1
F,18,176,Russia,RUS,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold,1
F,22,176,Russia,RUS,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold,1
F,28,172,France,FRA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Judo,Judo Women's Half-Heavyweight,Bronze,1
F,25,158,United States,USA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Cycling,Cycling Women's BMX,Silver,1
F,23,183,Russia,RUS,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Handball,Handball Women's Handball,Silver,1
M,23,185,Russia,RUS,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",Gold,1
F,22,178,Romania,ROU,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Swimming,Swimming Women's 200 metres Freestyle,Gold,1
M,46,175,Australia,AUS,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Bronze,1
F,35,165,Finland,FIN,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Boxing,Boxing Women's Lightweight,Bronze,1
F,26,166,Australia,AUS,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Basketball,Basketball Women's Basketball,Silver,1
M,26,173,Romania,ROU,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Gymnastics,Gymnastics Men's Team All-Around,Bronze,1
M,20,185,Australia,AUS,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Archery,Archery Men's Team,Bronze,1
M,19,188,Denmark,DEN,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Silver,1
M,24,188,Russia,RUS,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Boxing,Boxing Men's Super-Heavyweight,Gold,1
F,24,167,Ukraine,UKR,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,1
F,39,156,New Zealand,NZL,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze,1
M,28,201,United States,USA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Silver,1
F,24,173,New Zealand,NZL,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Sailing,Sailing Women's Two Person Dinghy,Gold,1
F,28,173,New Zealand,NZL,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Sailing,Sailing Women's Two Person Dinghy,Silver,1
M,30,178,Russia,RUS,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Fencing,"Fencing Men's Sabre, Team",Bronze,1
M,26,181,Russia,RUS,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Fencing,"Fencing Men's Foil, Team",Bronze,1
F,22,162,Russia,RUS,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Diving,Diving Women's Synchronized Springboard,Silver,1
M,31,180,Italy,ITA,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Basketball,Basketball Men's Basketball,Silver,1
M,37,185,Brazil,BRA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Sailing,Sailing Men's Two Person Keelboat,Silver,1
M,40,185,Brazil,BRA,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Sailing,Sailing Men's Two Person Keelboat,Bronze,1
F,32,191,Australia,AUS,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Rowing,Rowing Women's Double Sculls,Silver,1
F,26,160,Canada,CAN,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Cycling,"Cycling Women's Mountainbike, Cross-Country",Silver,1
M,31,186,Italy,ITA,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Water Polo,Water Polo Men's Water Polo,Silver,1
M,23,180,United States,USA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Breaststroke,Silver,1
M,29,184,Italy,ITA,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Water Polo,Water Polo Men's Water Polo,Silver,1
M,33,184,Italy,ITA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Bronze,1
M,22,189,Italy,ITA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Bronze,1
F,29,157,Brazil,BRA,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Football,Football Women's Football,Silver,1
F,33,157,Brazil,BRA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Football,Football Women's Football,Silver,1
M,32,163,Canada,CAN,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Rowing,Rowing Men's Coxed Eights,Gold,1
M,36,163,Canada,CAN,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Rowing,Rowing Men's Coxed Eights,Silver,1
M,25,203,Great Britain,GBR,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Boxing,Boxing Men's Super-Heavyweight,Bronze,1
F,19,164,Australia,AUS,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Sailing,Sailing Women's Three Person Keelboat,Silver,1
M,30,194,United States,USA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,Gold,1
M,38,194,United States,USA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Bronze,1
M,28,204,Spain,ESP,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Handball,Handball Men's Handball,Bronze,1
F,21,163,Canada,CAN,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Football,Football Women's Football,Bronze,1
M,28,206,United States,USA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Basketball,Basketball Men's Basketball,Gold,1
F,26,179,Germany,GER,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Football,Football Women's Football,Bronze,1
F,30,179,Germany,GER,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Football,Football Women's Football,Bronze,1
F,25,176,Russia,RUS,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Bronze,1
F,22,171,Russia,RUS,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Gold,1
M,21,182,Germany,GER,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Football,Football Men's Football,Silver,1
F,22,165,France,FRA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Silver,1
M,21,183,Ukraine,UKR,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Diving,Diving Men's Synchronized Springboard,Bronze,1
F,27,165,Spain,ESP,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Sailing,Sailing Women's Three Person Keelboat,Gold,1
F,20,163,Ukraine,UKR,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Fencing,"Fencing Women's Sabre, Team",Gold,1
M,22,184,Great Britain,GBR,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,Gold,1
M,26,184,Great Britain,GBR,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Rowing,Rowing Men's Lightweight Double Sculls,Silver,1
M,21,168,Great Britain,GBR,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Bronze,1
F,21,160,China,CHN,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Athletics,Athletics Women's 20 kilometres Walk,Bronze,1
F,24,172,China,CHN,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Judo,Judo Women's Middleweight,Bronze,1
M,22,170,China,CHN,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Diving,Diving Men's Springboard,Bronze,1
M,22,170,China,CHN,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Diving,Diving Men's Synchronized Springboard,Gold,1
M,26,170,China,CHN,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Diving,Diving Men's Springboard,Silver,1
M,26,170,China,CHN,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Diving,Diving Men's Synchronized Springboard,Gold,1
M,30,170,China,CHN,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Diving,Diving Men's Synchronized Springboard,Bronze,1
M,19,165,China,CHN,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Diving,Diving Men's Platform,Silver,1
M,33,176,China,CHN,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Gold,1
M,26,187,Denmark,DEN,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,1
F,20,164,Brazil,BRA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Judo,Judo Women's Lightweight,Bronze,1
F,24,170,United States,USA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,1
F,25,168,Italy,ITA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Silver,1
M,22,175,Brazil,BRA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",Bronze,1
M,22,175,Brazil,BRA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Silver,1
M,22,175,Brazil,BRA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver,1
F,27,169,Great Britain,GBR,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Gold,1
F,24,175,Spain,ESP,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver,1
F,20,185,Spain,ESP,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Silver,1
F,20,176,Canada,CAN,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Football,Football Women's Football,Bronze,1
F,34,155,Spain,ESP,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Shooting,Shooting Women's Trap,Silver,1
F,25,174,Italy,ITA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Judo,Judo Women's Lightweight,Gold,1
M,20,189,France,FRA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Silver,1
F,24,173,Australia,AUS,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Gold,1
M,28,173,Denmark,DEN,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,Bronze,1
M,32,173,Denmark,DEN,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Rowing,Rowing Men's Lightweight Double Sculls,Gold,1
M,25,180,Germany,GER,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Hockey,Hockey Men's Hockey,Gold,1
F,38,171,France,FRA,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Shooting,Shooting Women's Trap,Bronze,1
F,31,175,Ukraine,UKR,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Handball,Handball Women's Handball,Bronze,1
F,27,170,Italy,ITA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Silver,1
M,19,167,Ukraine,UKR,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Gymnastics,Gymnastics Men's Horse Vault,Bronze,1
M,31,207,Italy,ITA,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Basketball,Basketball Men's Basketball,Silver,1
M,22,172,Brazil,BRA,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Football,Football Men's Football,Silver,1
M,22,172,Brazil,BRA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Football,Football Men's Football,Bronze,1
M,23,172,Brazil,BRA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Football,Football Men's Football,Gold,1
F,27,179,Italy,ITA,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Water Polo,Water Polo Women's Water Polo,Gold,1
M,29,169,Germany,GER,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Boxing,Boxing Men's Flyweight,Bronze,1
F,27,162,Ukraine,UKR,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Handball,Handball Women's Handball,Bronze,1
M,24,192,United States,USA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Sailing,Sailing Mixed One Person Dinghy,Silver,1
M,30,187,France,FRA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze,1
M,31,190,Italy,ITA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Rowing,Rowing Men's Quadruple Sculls,Silver,1
F,18,157,United States,USA,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Gymnastics,Gymnastics Women's Team All-Around,Gold,1
F,18,157,United States,USA,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Gymnastics,Gymnastics Women's Floor Exercise,Gold,1
F,18,157,United States,USA,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Gymnastics,Gymnastics Women's Balance Beam,Bronze,1
F,22,157,United States,USA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,Silver,1
F,22,157,United States,USA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Gold,1
F,22,157,United States,USA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,Silver,1
F,27,180,Russia,RUS,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Basketball,Basketball Women's Basketball,Bronze,1
F,31,180,Russia,RUS,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Basketball,Basketball Women's Basketball,Bronze,1
F,23,178,Australia,AUS,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Water Polo,Water Polo Women's Water Polo,Bronze,1
M,32,193,United States,USA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Tennis,Tennis Mixed Doubles,Silver,1
M,32,194,France,FRA,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Sailing,Sailing Men's Two Person Keelboat,Bronze,1
M,40,178,Spain,ESP,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver,1
M,21,179,Brazil,BRA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Football,Football Men's Football,Bronze,1
M,25,170,Russia,RUS,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Welterweight, Freestyle",Gold,1
M,31,200,Germany,GER,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Handball,Handball Men's Handball,Silver,1
M,29,186,Poland,POL,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,Silver,1
F,23,190,Australia,AUS,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Basketball,Basketball Women's Basketball,Silver,1
M,26,198,Great Britain,GBR,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Rowing,Rowing Men's Coxed Eights,Bronze,1
M,30,198,Great Britain,GBR,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Gold,1
F,27,168,United States,USA,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Football,Football Women's Football,Gold,1
M,24,185,Denmark,DEN,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver,1
F,22,187,Denmark,DEN,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxless Pairs,Bronze,1
M,26,183,Denmark,DEN,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,Bronze,1
M,30,183,Denmark,DEN,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Rowing,Rowing Men's Lightweight Double Sculls,Gold,1
M,26,200,Russia,RUS,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Handball,Handball Men's Handball,Bronze,1
M,22,179,Germany,GER,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Gold,1
M,26,179,Germany,GER,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Silver,1
M,34,179,Germany,GER,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",Bronze,1
F,38,165,United States,USA,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Tennis,Tennis Mixed Doubles,Bronze,1
M,21,172,France,FRA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Bronze,1
M,34,181,Ukraine,UKR,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Weightlifting,Weightlifting Men's Heavyweight,Silver,1
M,26,185,United States,USA,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Gold,1
F,22,162,Australia,AUS,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Sailing,Sailing Women's Two Person Dinghy,Gold,1
M,33,201,Germany,GER,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Gold,1
M,28,198,United States,USA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Basketball,Basketball Men's Basketball,Gold,1
F,22,170,United States,USA,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Football,Football Women's Football,Gold,1
M,32,193,Hungary,HUN,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Fencing,"Fencing Men's epee, Team",Bronze,1
F,34,170,United States,USA,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Cycling,Cycling Women's Team Pursuit,Silver,1
M,27,197,Great Britain,GBR,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Rowing,Rowing Men's Coxless Fours,Gold,1
M,30,197,Great Britain,GBR,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Rowing,Rowing Men's Coxless Fours,Gold,1
M,35,197,Great Britain,GBR,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Gold,1
F,25,173,United States,USA,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Athletics,Athletics Women's Long Jump,Gold,1
F,29,173,United States,USA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Athletics,Athletics Women's Long Jump,Silver,1
F,25,168,Australia,AUS,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,1
F,25,168,Australia,AUS,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,1
F,23,173,Great Britain,GBR,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Canoeing,"Canoeing Women's Kayak Singles, Slalom",Bronze,1
F,28,188,United States,USA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Gold,1
M,28,188,Germany,GER,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Bronze,1
F,21,170,Germany,GER,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Rowing,Rowing Women's Lightweight Double Sculls,Silver,1
M,23,195,Germany,GER,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Rowing,Rowing Men's Coxed Eights,Gold,1
M,27,195,Germany,GER,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Silver,1
M,31,179,Germany,GER,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Hockey,Hockey Men's Hockey,Bronze,1
F,22,179,Germany,GER,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Gold,1
M,21,183,Germany,GER,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Bronze,1
M,29,183,Germany,GER,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Gold,1
M,23,190,Russia,RUS,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Water Polo,Water Polo Men's Water Polo,Bronze,1
F,24,167,China,CHN,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Boxing,Boxing Women's Flyweight,Silver,1
F,28,167,China,CHN,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Boxing,Boxing Women's Flyweight,Bronze,1
F,15,162,China,CHN,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Diving,Diving Women's Platform,Gold,1
F,22,170,China,CHN,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Hockey,Hockey Women's Hockey,Silver,1
M,23,187,Brazil,BRA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Football,Football Men's Football,Bronze,1
M,28,186,Brazil,BRA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Football,Football Men's Football,Gold,1
M,22,186,Germany,GER,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold,1
M,22,186,Germany,GER,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold,1
M,28,184,Great Britain,GBR,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,1
M,25,193,Australia,AUS,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Bronze,1
M,19,190,Mexico,MEX,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Football,Football Men's Football,Gold,1
M,28,205,Spain,ESP,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Basketball,Basketball Men's Basketball,Silver,1
M,32,205,Spain,ESP,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Basketball,Basketball Men's Basketball,Silver,1
M,36,205,Spain,ESP,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Bronze,1
F,32,181,Germany,GER,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Bronze,1
F,25,163,United States,USA,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Shooting,Shooting Women's Double Trap,Gold,1
F,29,163,United States,USA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Shooting,Shooting Women's Skeet,Silver,1
F,33,163,United States,USA,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Shooting,Shooting Women's Skeet,Gold,1
